SL No,SysObjectID,Brand,Model,Device Category,Unity Category
9162,1.3.6.1.4.1.25506.1.1150,H3C,LA3616S-GT,,
9163,1.3.6.1.4.1.25506.1.1151,H3C,LA3616E-GM,,
9164,1.3.6.1.4.1.25506.1.1152,H3C,WAP722E,,
9165,1.3.6.1.4.1.25506.1.1153,H3C,WAP722,,
9166,1.3.6.1.4.1.25506.1.1154,H3C,ER2100N,,
9167,1.3.6.1.4.1.25506.1.1155,H3C,ER2100V2,,
9168,1.3.6.1.4.1.25506.1.1156,H3C,WX5560H,,
9169,1.3.6.1.4.1.25506.1.1157,H3C,WX5580H,,
9170,1.3.6.1.4.1.25506.1.1158,H3C,WAP621,,
9171,1.3.6.1.4.1.25506.1.1159,H3C,MSR810-W,,
9172,1.3.6.1.4.1.25506.1.116,H3C,H3C SECPATH F1800-A,,
9173,1.3.6.1.4.1.25506.1.1160,H3C,ER3260G2,,
9174,1.3.6.1.4.1.25506.1.1161,H3C,ER5100G2,,
9175,1.3.6.1.4.1.25506.1.1162,H3C,ER5200G2,,
9176,1.3.6.1.4.1.25506.1.1163,H3C,ER6300G2,,
9177,1.3.6.1.4.1.25506.1.1164,H3C,ER8300G2,,
9178,1.3.6.1.4.1.25506.1.1165,H3C,ER8300G2X,,
9179,1.3.6.1.4.1.25506.1.1166,H3C,S9904,,
9180,1.3.6.1.4.1.25506.1.1167,H3C,S9910,,
9181,1.3.6.1.4.1.25506.1.1168,H3C,SECBLADELSU1ADECEA01,,
9182,1.3.6.1.4.1.25506.1.1169,H3C,SECBLADELSXM1ADECEA1,,
9183,1.3.6.1.4.1.25506.1.117,H3C,H3C SECPATH V100-S,,
9184,1.3.6.1.4.1.25506.1.1170,H3C,S6900-2F,,
9185,1.3.6.1.4.1.25506.1.1171,H3C,S6900-4F,,
9186,1.3.6.1.4.1.25506.1.1172,H3C,S6348S-F,,
9187,1.3.6.1.4.1.25506.1.1173,H3C,S6364-F,,
9188,1.3.6.1.4.1.25506.1.1174,H3C,S5848-F,,
9189,1.3.6.1.4.1.25506.1.1175,H3C,S1808G,,
9190,1.3.6.1.4.1.25506.1.1176,H3C,S1824G,,
9191,1.3.6.1.4.1.25506.1.1177,H3C,S1848G,,
9192,1.3.6.1.4.1.25506.1.1178,H3C,SECPATHACG1010,,
9193,1.3.6.1.4.1.25506.1.1179,H3C,SECPATHACG1020,,
9194,1.3.6.1.4.1.25506.1.118,H3C,H3C SECPATH V1000-A,,
9195,1.3.6.1.4.1.25506.1.1180,H3C,SECPATHACG1030,,
9196,1.3.6.1.4.1.25506.1.1181,H3C,SECPATHACG1040,,
9197,1.3.6.1.4.1.25506.1.1182,H3C,WX3510H,,
9198,1.3.6.1.4.1.25506.1.1183,H3C,WX3520H,,
9199,1.3.6.1.4.1.25506.1.1184,H3C,WX3540H,,
9200,1.3.6.1.4.1.25506.1.1185,H3C,WX5540H,,
9201,1.3.6.1.4.1.25506.1.1186,H3C,LA3608E,,
9202,1.3.6.1.4.1.25506.1.1187,H3C,LA3608E-DB,,
9203,1.3.6.1.4.1.25506.1.1188,H3C,S5130-30S-HI,,
9204,1.3.6.1.4.1.25506.1.1189,H3C,S5130-54S-HI,,
9205,1.3.6.1.4.1.25506.1.119,H3C,H3C SECPATH F100-AW,,
9206,1.3.6.1.4.1.25506.1.1190,H3C,S5130-30C-HI,,
9207,1.3.6.1.4.1.25506.1.1191,H3C,S5130-54C-HI,,
9208,1.3.6.1.4.1.25506.1.1192,H3C,S5130-30C-PWR-HI,,
9209,1.3.6.1.4.1.25506.1.1193,H3C,S5130-54C-PWR-HI,,
9210,1.3.6.1.4.1.25506.1.1194,H3C,S5130-54QS-HI,,
9211,1.3.6.1.4.1.25506.1.1195,H3C,S5130-30F-HI,,
9212,1.3.6.1.4.1.25506.1.1196,H3C,S12516F-AF,,
9213,1.3.6.1.4.1.25506.1.1197,H3C,S12508F-AF,,
9214,1.3.6.1.4.1.25506.1.1198,H3C,S12504X-AF,,
9215,1.3.6.1.4.1.25506.1.1199,H3C,S12504F-AF,,
9216,1.3.6.1.4.1.25506.1.12,H3C,S5510-24P,,
9217,1.3.6.1.4.1.25506.1.120,H3C,H3C SECPATH F1800-S,,
9218,1.3.6.1.4.1.25506.1.1200,H3C,MS4100-10TP,,
9219,1.3.6.1.4.1.25506.1.1201,H3C,MS4100-10TP-PWR,,
9220,1.3.6.1.4.1.25506.1.1202,H3C,MS4100-26TP,,
9221,1.3.6.1.4.1.25506.1.1203,H3C,MS4100-26TP-PWR,,
9222,1.3.6.1.4.1.25506.1.1204,H3C,MS4300-52P,,
9223,1.3.6.1.4.1.25506.1.1205,H3C,MS4300-28P,,
9224,1.3.6.1.4.1.25506.1.1206,H3C,IE4100-12TP,,
9225,1.3.6.1.4.1.25506.1.1207,H3C,IE4100-20TP,,
9226,1.3.6.1.4.1.25506.1.1208,H3C,IE4100-28F,,
9227,1.3.6.1.4.1.25506.1.1209,H3C,IE4300-28P,,
9228,1.3.6.1.4.1.25506.1.121,H3C,H3C SECPATH F1800-E,,
9229,1.3.6.1.4.1.25506.1.1210,H3C,S6800-54QF,,
9230,1.3.6.1.4.1.25506.1.1211,H3C,MS4320-28S,,
9231,1.3.6.1.4.1.25506.1.1212,H3C,MS4320-52S,,
9232,1.3.6.1.4.1.25506.1.1213,H3C,MS4320-28F,,
9233,1.3.6.1.4.1.25506.1.1214,H3C,MS4320-28S-PWR,,
9234,1.3.6.1.4.1.25506.1.1215,H3C,MS4520-28TP,,
9235,1.3.6.1.4.1.25506.1.1216,H3C,MS4520-30F,,
9236,1.3.6.1.4.1.25506.1.1217,H3C,LA4310,,
9237,1.3.6.1.4.1.25506.1.1218,H3C,LA4310V,,
9238,1.3.6.1.4.1.25506.1.1219,H3C,LA4320,,
9239,1.3.6.1.4.1.25506.1.122,H3C,H3C SECPOINT,,
9240,1.3.6.1.4.1.25506.1.1220,H3C,LA4320V,,
9241,1.3.6.1.4.1.25506.1.1221,H3C,WA4320X,,
9242,1.3.6.1.4.1.25506.1.1222,H3C,LA4320X,,
9243,1.3.6.1.4.1.25506.1.1223,H3C,SECBLADE4NSQM1FWDFG0,,
9244,1.3.6.1.4.1.25506.1.1224,H3C,WX5510EV7,,
9245,1.3.6.1.4.1.25506.1.1225,H3C,WX5540EV7,,
9246,1.3.6.1.4.1.25506.1.1226,H3C,SECPATHL1000E,,
9247,1.3.6.1.4.1.25506.1.1227,H3C,SECPATHL1000M,,
9248,1.3.6.1.4.1.25506.1.1228,H3C,SECPATHL1000S,,
9249,1.3.6.1.4.1.25506.1.1229,H3C,SECPATHF5000CONTEXT,,
9250,1.3.6.1.4.1.25506.1.123,H3C,H3C VG10-10,,
9251,1.3.6.1.4.1.25506.1.1230,H3C,SECPATHF1000CONTEXT,,
9252,1.3.6.1.4.1.25506.1.1231,H3C,SECPATHL5000CONTEXT,,
9253,1.3.6.1.4.1.25506.1.1232,H3C,SECPATHL1000CONTEXT,,
9254,1.3.6.1.4.1.25506.1.1233,H3C,WA4320-TQ-V,,
9255,1.3.6.1.4.1.25506.1.1234,H3C,MSR810-W-DB,,
9256,1.3.6.1.4.1.25506.1.1235,H3C,MSR810-LM,,
9257,1.3.6.1.4.1.25506.1.1236,H3C,MSR810-W-LM,,
9258,1.3.6.1.4.1.25506.1.1237,H3C,S6820-32H,,
9259,1.3.6.1.4.1.25506.1.1238,H3C,S6820-54HF,,
9260,1.3.6.1.4.1.25506.1.1239,H3C,MSR5620,,
9261,1.3.6.1.4.1.25506.1.124,H3C,H3C VG10-11,,
9262,1.3.6.1.4.1.25506.1.1240,H3C,MSR3620DP,,
9263,1.3.6.1.4.1.25506.1.1241,H3C,MSR810-W-WINET,,
9264,1.3.6.1.4.1.25506.1.1242,H3C,MSR810-LM-WINET,,
9265,1.3.6.1.4.1.25506.1.1243,H3C,RA100AC,,
9266,1.3.6.1.4.1.25506.1.1244,H3C,MSR3600-28-WINET,,
9267,1.3.6.1.4.1.25506.1.1245,H3C,MSR3620-WINET,,
9268,1.3.6.1.4.1.25506.1.1246,H3C,S6800-54QT,,
9269,1.3.6.1.4.1.25506.1.1247,H3C,S12504-S,,
9270,1.3.6.1.4.1.25506.1.1248,H3C,S12506-S,,
9271,1.3.6.1.4.1.25506.1.1249,H3C,S12510-S,,
9272,1.3.6.1.4.1.25506.1.125,H3C,H3C VG10-40,,
9273,1.3.6.1.4.1.25506.1.1250,H3C,S12508-S,,
9274,1.3.6.1.4.1.25506.1.1251,H3C,S12512-S,,
9275,1.3.6.1.4.1.25506.1.1252,H3C,S515024SPWREI,,
9276,1.3.6.1.4.1.25506.1.1253,H3C,S5150X-16S-EI,,
9277,1.3.6.1.4.1.25506.1.1254,H3C,S5150X-16S-TEI,,
9278,1.3.6.1.4.1.25506.1.1255,H3C,SECPATHF100AG2,,
9279,1.3.6.1.4.1.25506.1.1256,H3C,SECPATHF1000CG2,,
9280,1.3.6.1.4.1.25506.1.1257,H3C,UIS M8310-48G,,
9281,1.3.6.1.4.1.25506.1.1258,H3C,UIS M8320-48XG,,
9282,1.3.6.1.4.1.25506.1.1259,H3C,UIS M6300-XLG,,
9283,1.3.6.1.4.1.25506.1.126,H3C,H3C VG10-41,,
9284,1.3.6.1.4.1.25506.1.1260,H3C,MSR810,,
9285,1.3.6.1.4.1.25506.1.1261,H3C,SECPATHW2001,,
9286,1.3.6.1.4.1.25506.1.1262,H3C,SECPATHW2005,,
9287,1.3.6.1.4.1.25506.1.1263,H3C,SECPATHW2010,,
9288,1.3.6.1.4.1.25506.1.1264,H3C,SECPATHW2020,,
9289,1.3.6.1.4.1.25506.1.1265,H3C,SECPATHW2040,,
9290,1.3.6.1.4.1.25506.1.1266,H3C,SECPATHW2080,,
9291,1.3.6.1.4.1.25506.1.1267,H3C,SECPATHW2200,,
9292,1.3.6.1.4.1.25506.1.1268,H3C,SECPATHW1020D,,
9293,1.3.6.1.4.1.25506.1.1269,H3C,SECPATHW1040D,,
9294,1.3.6.1.4.1.25506.1.127,H3C,H3C VG21-08,,
9295,1.3.6.1.4.1.25506.1.1270,H3C,SECPATHW1200D,,
9296,1.3.6.1.4.1.25506.1.1271,H3C,SECPATHA2020,,
9297,1.3.6.1.4.1.25506.1.1272,H3C,SECPATHA2100,,
9298,1.3.6.1.4.1.25506.1.1273,H3C,SECPATHD2020,,
9299,1.3.6.1.4.1.25506.1.1274,H3C,SECPATHD2050,,
9300,1.3.6.1.4.1.25506.1.1275,H3C,S5560-34C-EI,,
9301,1.3.6.1.4.1.25506.1.1276,H3C,S5130-34C-HI,,
9302,1.3.6.1.4.1.25506.1.1277,H3C,MS4120-26TP,,
9303,1.3.6.1.4.1.25506.1.1278,H3C,WA4330ACN,,
9304,1.3.6.1.4.1.25506.1.1279,H3C,MS4320S-28F,,
9305,1.3.6.1.4.1.25506.1.128,H3C,H3C VG20-16,,
9306,1.3.6.1.4.1.25506.1.1280,H3C,MS4320S-28P,,
9307,1.3.6.1.4.1.25506.1.1281,H3C,MS4520-28S,,
9308,1.3.6.1.4.1.25506.1.1282,H3C,SECBLADE3CONTEXT,,
9309,1.3.6.1.4.1.25506.1.1283,H3C,MSR26-30-R,,
9310,1.3.6.1.4.1.25506.1.1284,H3C,MSR36-10-AC-R,,
9311,1.3.6.1.4.1.25506.1.1285,H3C,MSR36-20-AC-R,,
9312,1.3.6.1.4.1.25506.1.1286,H3C,MSR36-40-R,,
9313,1.3.6.1.4.1.25506.1.1287,H3C,MSR36-60-R,,
9314,1.3.6.1.4.1.25506.1.1288,H3C,MSR56-60-R,,
9315,1.3.6.1.4.1.25506.1.1289,H3C,MSR56-80-R,,
9316,1.3.6.1.4.1.25506.1.129,H3C,H3C VG20-32,,
9317,1.3.6.1.4.1.25506.1.1290,H3C,MSR930-R,,
9318,1.3.6.1.4.1.25506.1.1291,H3C,MSR930-W-R,,
9319,1.3.6.1.4.1.25506.1.1292,H3C,MSR2600-10-R,,
9320,1.3.6.1.4.1.25506.1.1293,H3C,WX3010EV7,,
9321,1.3.6.1.4.1.25506.1.1294,H3C,WX3024EV7,,
9322,1.3.6.1.4.1.25506.1.1295,H3C,WCMX20,,
9323,1.3.6.1.4.1.25506.1.1296,H3C,S5560-32C-HI,,
9324,1.3.6.1.4.1.25506.1.1297,H3C,S5560-56C-HI,,
9325,1.3.6.1.4.1.25506.1.1298,H3C,S5560-56C-PWR-HI,,
9326,1.3.6.1.4.1.25506.1.1299,H3C,S12502X-AF,,
9327,1.3.6.1.4.1.25506.1.13,H3C,S5510-24F,,
9328,1.3.6.1.4.1.25506.1.130,H3C,H3C VG80-20,,
9329,1.3.6.1.4.1.25506.1.1300,H3C,NS228,,
9330,1.3.6.1.4.1.25506.1.1301,H3C,NS252,,
9331,1.3.6.1.4.1.25506.1.1302,H3C,SECBLADEFW,,
9332,1.3.6.1.4.1.25506.1.1303,H3C,SECBLADEADE,,
9333,1.3.6.1.4.1.25506.1.1304,H3C,SECBLADEIIILSUM1FWCEAB0,,
9334,1.3.6.1.4.1.25506.1.1305,H3C,S5130-28PS-EI,,
9335,1.3.6.1.4.1.25506.1.1306,H3C,S7506E-X,,
9336,1.3.6.1.4.1.25506.1.1307,H3C,S7510E-X,,
9337,1.3.6.1.4.1.25506.1.1308,H3C,S7504EXS,,
9338,1.3.6.1.4.1.25506.1.1309,H3C,S7502EXS,,
9339,1.3.6.1.4.1.25506.1.131,H3C,H3C XE200,,
9340,1.3.6.1.4.1.25506.1.1310,H3C,WA4320-ACN-PI,,
9341,1.3.6.1.4.1.25506.1.1311,H3C,WA4320-ACN-SI,,
9342,1.3.6.1.4.1.25506.1.1312,H3C,NER324,,
9343,1.3.6.1.4.1.25506.1.1313,H3C,NER214W,,
9344,1.3.6.1.4.1.25506.1.1314,H3C,WX2540EV7,,
9345,1.3.6.1.4.1.25506.1.1315,H3C,WX2540H,,
9346,1.3.6.1.4.1.25506.1.1316,H3C,WX4320-ACN-C,,
9347,1.3.6.1.4.1.25506.1.1317,H3C,WX4320,,
9348,1.3.6.1.4.1.25506.1.1318,H3C,WAP712,,
9349,1.3.6.1.4.1.25506.1.1319,H3C,UIS M8380-C,,
9350,1.3.6.1.4.1.25506.1.132,H3C,H3C XE2000,,
9351,1.3.6.1.4.1.25506.1.1320,H3C,UIS M8380,,
9352,1.3.6.1.4.1.25506.1.1325,H3C,LSU1WCME0V7,,
9353,1.3.6.1.4.1.25506.1.1326,H3C,EWPX1WCME0V7,,
9354,1.3.6.1.4.1.25506.1.133,H3C,H3C XE7200,,
9355,1.3.6.1.4.1.25506.1.1338,H3C,IE4100-12TP-LI,,
9356,1.3.6.1.4.1.25506.1.1339,H3C,IE4100-12TP-PWR-LI,,
9357,1.3.6.1.4.1.25506.1.134,H3C,H3C XE7300,,
9358,1.3.6.1.4.1.25506.1.135,H3C,H3C XE7500,,
9359,1.3.6.1.4.1.25506.1.136,H3C,H3C XE7600,,
9360,1.3.6.1.4.1.25506.1.1365,H3C,CR16004-X,,
9361,1.3.6.1.4.1.25506.1.1366,H3C,CR16008-X,,
9362,1.3.6.1.4.1.25506.1.1367,H3C,CR16016-X,,
9363,1.3.6.1.4.1.25506.1.137,H3C,H3C XE7205,,
9364,1.3.6.1.4.1.25506.1.138,H3C,H3C XE7305,,
9365,1.3.6.1.4.1.25506.1.139,H3C,H3C XE7505,,
9366,1.3.6.1.4.1.25506.1.14,H3C,S3610-28P,,
9367,1.3.6.1.4.1.25506.1.140,H3C,H3C XE7605,,
9368,1.3.6.1.4.1.25506.1.141,H3C,H3C NEOCEANIX1000,,
9369,1.3.6.1.4.1.25506.1.1417,H3C,S6820-56HF,,
9370,1.3.6.1.4.1.25506.1.142,H3C,H3C NEOCEANEX1000,,
9371,1.3.6.1.4.1.25506.1.143,H3C,H3C NEOCEANEX800,,
9372,1.3.6.1.4.1.25506.1.144,H3C,H3C NEOCEANIX5000,,
9373,1.3.6.1.4.1.25506.1.145,H3C,H3C NEOCEANIV5100,,
9374,1.3.6.1.4.1.25506.1.146,H3C,H3C NEOCEANIV5200,,
9375,1.3.6.1.4.1.25506.1.1461,H3C,S5560X-54C-EI,,
9376,1.3.6.1.4.1.25506.1.1463,H3C,S5560X-54C-PWR-EI,,
9377,1.3.6.1.4.1.25506.1.147,H3C,S9502,,
9378,1.3.6.1.4.1.25506.1.148,H3C,S9505,,
9379,1.3.6.1.4.1.25506.1.149,H3C,S9508,,
9380,1.3.6.1.4.1.25506.1.15,H3C,S3610-52P,,
9381,1.3.6.1.4.1.25506.1.150,H3C,S9508V,,
9382,1.3.6.1.4.1.25506.1.1508,H3C,S6520-48S-EI,,
9383,1.3.6.1.4.1.25506.1.151,H3C,S9512,,
