SL No,SysObjectID,Brand,Model,Device Category,Unity Category
2250,1.3.6.1.4.1.9.1.939,CISCO,1861-SRSTCUE2BK9,Router,Router
2251,1.3.6.1.4.1.9.1.94,CISCO,741 ISDN ACCESS ROUTER,Router,Router
2252,1.3.6.1.4.1.9.1.940,CISCO,1861-SRSTCUE4FK9,Router,Router
2253,1.3.6.1.4.1.9.1.941,CISCO,VFRAMEDATACENTER,Not Found,Not Found
2254,1.3.6.1.4.1.9.1.942,CISCO,VQE,Not Found,Not Found
2255,1.3.6.1.4.1.9.1.943,CISCO,IPS SSM-40 VIRTUAL,Firewall,Firewall
2256,1.3.6.1.4.1.9.1.944,CISCO,ASA-SSM-40,Firewall,Firewall
2257,1.3.6.1.4.1.9.1.945,CISCO,VGD 1T3,Voice Gateway,Voice Gateway
2258,1.3.6.1.4.1.9.1.946,CISCO,CATALYST BS3100,Switch,Switch
2259,1.3.6.1.4.1.9.1.947,CISCO,CATALYST SWITCH MODULE 3110 SERIES,Switch,Switch
2260,1.3.6.1.4.1.9.1.948,CISCO,CATALYST BLADE SWITCH 3120X,Switch,Switch
2261,1.3.6.1.4.1.9.1.949,CISCO,CATALYST BLADE SWITCH 3130X,Switch,Switch
2262,1.3.6.1.4.1.9.1.95,CISCO,742 ISDN ACCESS ROUTER,Router,Router
2263,1.3.6.1.4.1.9.1.950,CISCO,CATALYST 2960-24PC-L,Switch,Switch
2264,1.3.6.1.4.1.9.1.951,CISCO,CATALYST 2960-24LT-L,Switch,Switch
2265,1.3.6.1.4.1.9.1.952,CISCO,CATALYST 2960PD-8TT-L,Switch,Switch
2266,1.3.6.1.4.1.9.1.953,CISCO,SPA 2X1GE SYNCE,Not Found,Not Found
2267,1.3.6.1.4.1.9.1.954,CISCO,NEXUS 5020 (AC PSU),Switch,Switch
2268,1.3.6.1.4.1.9.1.955,CISCO,NEXUS 5020 (DC PSU),Switch,Switch
2269,1.3.6.1.4.1.9.1.956,CISCO,CATALYST 3560E-12SD,Switch,Switch
2270,1.3.6.1.4.1.9.1.957,CISCO,WAE-674,Load Balancer,Load Balancer
2271,1.3.6.1.4.1.9.1.958,CISCO,IE 3000-4TC,Switch,Switch
2272,1.3.6.1.4.1.9.1.959,CISCO,IE 3000-8TC,Switch,Switch
2273,1.3.6.1.4.1.9.1.96,CISCO,743 ISDN ACCESS ROUTER,Router,Router
2274,1.3.6.1.4.1.9.1.960,CISCO,ROCKWELL STRATIX 1783-MS06T,Switch,Switch
2275,1.3.6.1.4.1.9.1.961,CISCO,1783-MS10T,Switch,Switch
2276,1.3.6.1.4.1.9.1.962,CISCO,2435 IAD 8FXS,Router,Router
2277,1.3.6.1.4.1.9.1.963,CISCO,VG204,Voice Gateway,Voice Gateway
2278,1.3.6.1.4.1.9.1.964,CISCO,VG202,Voice Gateway,Voice Gateway
2279,1.3.6.1.4.1.9.1.965,CISCO,CATALYST 291824TT,Switch,Switch
2280,1.3.6.1.4.1.9.1.966,CISCO,CATALYST 291824TC,Switch,Switch
2281,1.3.6.1.4.1.9.1.967,CISCO,CATALYST 291848TT,Switch,Switch
2282,1.3.6.1.4.1.9.1.968,CISCO,CATALYST 291848TC,Switch,Switch
2283,1.3.6.1.4.1.9.1.969,CISCO,VQETOOLS,Not Found,Not Found
2284,1.3.6.1.4.1.9.1.97,CISCO,744 ISDN ACCESS ROUTER,Router,Router
2285,1.3.6.1.4.1.9.1.970,CISCO,CATALYST EXPRESS 520,Switch,Switch
2286,1.3.6.1.4.1.9.1.971,CISCO,CATALYST EXPRESS 520,Switch,Switch
2287,1.3.6.1.4.1.9.1.972,CISCO,CATALYST EXPRESS 520,Switch,Switch
2288,1.3.6.1.4.1.9.1.973,CISCO,CATALYST EXPRESS 520,Switch,Switch
2289,1.3.6.1.4.1.9.1.974,CISCO,VSINTSP,Not Found,Not Found
2290,1.3.6.1.4.1.9.1.975,CISCO,VSSP,Not Found,Not Found
2291,1.3.6.1.4.1.9.1.976,CISCO,VSHYDECODER,Not Found,Not Found
2292,1.3.6.1.4.1.9.1.977,CISCO,VSDECODER,Not Found,Not Found
2293,1.3.6.1.4.1.9.1.978,CISCO,VSENCODER4P,Not Found,Not Found
2294,1.3.6.1.4.1.9.1.979,CISCO,VSENCODER1P,Not Found,Not Found
2295,1.3.6.1.4.1.9.1.98,CISCO,761 ISDN ACCESS ROUTER,Router,Router
2296,1.3.6.1.4.1.9.1.980,CISCO,SCS1000K9,Not Found,Not Found
2297,1.3.6.1.4.1.9.1.981,CISCO,1805,Router,Router
2298,1.3.6.1.4.1.9.1.982,CISCO,WAE-7341,Load Balancer,Load Balancer
2299,1.3.6.1.4.1.9.1.983,CISCO,CE-7371,Load Balancer,Load Balancer
2300,1.3.6.1.4.1.9.1.984,CISCO,7613S,Router,Router
2301,1.3.6.1.4.1.9.1.985,CISCO,WAVE-574,Load Balancer,Load Balancer
2302,1.3.6.1.4.1.9.1.986,CISCO,WAE-474,Load Balancer,Load Balancer
2303,1.3.6.1.4.1.9.1.987,CISCO,WAE-274,Load Balancer,Load Balancer
2304,1.3.6.1.4.1.9.1.988,CISCO,AP801 AGN,Router,Router
2305,1.3.6.1.4.1.9.1.989,CISCO,AP801 GN,Router,Router
2306,1.3.6.1.4.1.9.1.99,CISCO,762 ISDN ACCESS ROUTER,Router,Router
2307,1.3.6.1.4.1.9.1.990,CISCO,1861WSRSTCUE4FK9,Router,Router
2308,1.3.6.1.4.1.9.1.991,CISCO,1861WSRSTCUE2BK9,Router,Router
2309,1.3.6.1.4.1.9.1.992,CISCO,1861WSRST4FK9,Router,Router
2310,1.3.6.1.4.1.9.1.993,CISCO,1861WSRST2BK9,Router,Router
2311,1.3.6.1.4.1.9.1.994,CISCO,1861WUC4FK9,Router,Router
2312,1.3.6.1.4.1.9.1.995,CISCO,1861WUC2BK9,Router,Router
2313,1.3.6.1.4.1.9.1.996,CISCO,CE-674,Load Balancer,Load Balancer
2314,1.3.6.1.4.1.9.1.997,CISCO,VQEIST,Not Found,Not Found
2315,1.3.6.1.4.1.9.1.998,CISCO,1160 AP,Router,Router
2316,1.3.6.1.4.1.9.1.999,CISCO,CATALYST SWITCH MODULE 3012,Switch,Switch
2317,1.3.6.1.4.1.9.1.999230,CISCO,8510 MSR,Router,Router
2318,1.3.6.1.4.1.9.1.9998,CISCO,PWR C2935POE AC,POE,POE
2319,1.3.6.1.4.1.9.1.9999,CISCO,PWR C2935POE DC,POE,POE
2320,1.3.6.1.4.1.9.10.56,CISCO,PRIME NCS,Not Found,Not Found
2321,1.3.6.1.4.1.9.115,CISCO,2102,Router,Router
2322,1.3.6.1.4.1.9.12.3.1.3.1003,CISCO,NEXUS 2232,Router,Router
2323,1.3.6.1.4.1.9.12.3.1.3.1004,CISCO,NEXUS 2232,Router,Router
2324,1.3.6.1.4.1.9.12.3.1.3.1005,CISCO,NEXUS 2248,Router,Router
2325,1.3.6.1.4.1.9.12.3.1.3.1006,CISCO,NEXUS 2224,Router,Router
2326,1.3.6.1.4.1.9.12.3.1.3.1008,CISCO,NEXUS 5548P,Router,Router
2327,1.3.6.1.4.1.9.12.3.1.3.1038,CISCO,NEXUS 5596UP,Router,Router
2328,1.3.6.1.4.1.9.12.3.1.3.1054,CISCO,NEXUS 7000,Router,Router
2329,1.3.6.1.4.1.9.12.3.1.3.1060,CISCO,NEXUS 3064,Router,Router
2330,1.3.6.1.4.1.9.12.3.1.3.1062,CISCO,UCS 6248UP 48-PORT FABRIC INTERCONNECT,Switch,Switch
2331,1.3.6.1.4.1.9.12.3.1.3.1063,CISCO,UCS 6296UP 96-PORT FABRIC INTERCONNECT,Switch,Switch
2332,1.3.6.1.4.1.9.12.3.1.3.1084,CISCO,NEXUS 5548UP,Router,Router
2333,1.3.6.1.4.1.9.12.3.1.3.1105,CISCO,NEXUS 3064,Router,Router
2334,1.3.6.1.4.1.9.12.3.1.3.1106,CISCO,NEXUS 3048,Router,Router
2335,1.3.6.1.4.1.9.12.3.1.3.1107,CISCO,NEXUS 3016,Router,Router
2336,1.3.6.1.4.1.9.12.3.1.3.1136,CISCO,NEXUS 3064,Router,Router
2337,1.3.6.1.4.1.9.12.3.1.3.1147,CISCO,NEXUS 7004,Router,Router
2338,1.3.6.1.4.1.9.12.3.1.3.1163,CISCO,NEXUS 3064,Router,Router
2339,1.3.6.1.4.1.9.12.3.1.3.1170,CISCO,NEXUS 1000V,Router,Router
2340,1.3.6.1.4.1.9.12.3.1.3.1175,CISCO,NEXUS 5596T,Router,Router
2341,1.3.6.1.4.1.9.12.3.1.3.1205,CISCO,NEXUS 2248PQ 10GE FABRIC EXTENDER,Router,Router
2342,1.3.6.1.4.1.9.12.3.1.3.1210,CISCO,NEXUS 2000 B22,Router,Router
2343,1.3.6.1.4.1.9.12.3.1.3.1211,CISCO,NEXUS 2000 B22,Router,Router
2344,1.3.6.1.4.1.9.12.3.1.3.1220,CISCO,ASR-9000V DC POWER ANSI CHASSIS,Router,Router
2345,1.3.6.1.4.1.9.12.3.1.3.1221,CISCO,ASR-9000V DC POWER ETSI CHASSIS,Router,Router
2346,1.3.6.1.4.1.9.12.3.1.3.1222,CISCO,ASR-9000V AC CHASSIS,Router,Router
2347,1.3.6.1.4.1.9.12.3.1.3.1237,CISCO,NEXUS 6004,Router,Router
2348,1.3.6.1.4.1.9.12.3.1.3.1238,CISCO,NEXUS 3548,Router,Router
2349,1.3.6.1.4.1.9.12.3.1.3.1239,CISCO,NEXUS 3064-T,Router,Router
2350,1.3.6.1.4.1.9.12.3.1.3.1291,CISCO,NEXUS 1010,Router,Router
2351,1.3.6.1.4.1.9.12.3.1.3.1308,CISCO,NEXUS 6001,Router,Router
2352,1.3.6.1.4.1.9.12.3.1.3.1326,CISCO,MDS 9250,Switch,Switch
2353,1.3.6.1.4.1.9.12.3.1.3.1327,CISCO,MDS 9710,Switch,Switch
2354,1.3.6.1.4.1.9.12.3.1.3.1340,CISCO,NEXUS 6001,Router,Router
2355,1.3.6.1.4.1.9.12.3.1.3.1352,CISCO,NEXUS 7718,Router,Router
2356,1.3.6.1.4.1.9.12.3.1.3.1353,CISCO,NEXUS 7710,Router,Router
2357,1.3.6.1.4.1.9.12.3.1.3.1354,CISCO,NEXUS 7706,Router,Router
2358,1.3.6.1.4.1.9.12.3.1.3.1388,CISCO,NEXUS 3172,Router,Router
2359,1.3.6.1.4.1.9.12.3.1.3.1389,CISCO,NEXUS 3172T,Router,Router
2360,1.3.6.1.4.1.9.12.3.1.3.1390,CISCO,NEXUS 3172PQ-10GE,Router,Router
2361,1.3.6.1.4.1.9.12.3.1.3.1391,CISCO,NEXUS 3132Q,Router,Router
2362,1.3.6.1.4.1.9.12.3.1.3.1409,CISCO,NEXUS 56128P,Router,Router
2363,1.3.6.1.4.1.9.12.3.1.3.1410,CISCO,NEXUS 5672UP,Router,Router
2364,1.3.6.1.4.1.9.12.3.1.3.1417,CISCO,NEXUS 3132Q-40GX,Router,Router
2365,1.3.6.1.4.1.9.12.3.1.3.1420,CISCO,MDS 9706,Switch,Switch
2366,1.3.6.1.4.1.9.12.3.1.3.1454,CISCO,UCS 6324 MINI FABRIC INTERCONNECT,Switch,Switch
2367,1.3.6.1.4.1.9.12.3.1.3.1467,CISCO,NEXUS 9508,Router,Router
2368,1.3.6.1.4.1.9.12.3.1.3.1488,CISCO,UCS 6332 32-PORT FABRIC INTERCONNECT,Switch,Switch
2369,1.3.6.1.4.1.9.12.3.1.3.1489,CISCO,NEXUS 6004,Router,Router
2370,1.3.6.1.4.1.9.12.3.1.3.1490,CISCO,ASR 9000V 24VDCA ROUTER,Router,Router
2371,1.3.6.1.4.1.9.12.3.1.3.1491,CISCO,MDS 9148S,Switch,Switch
2372,1.3.6.1.4.1.9.12.3.1.3.1506,CISCO,NEXUS 9516-B2,Router,Router
2373,1.3.6.1.4.1.9.12.3.1.3.1507,CISCO,NEXUS 9504,Router,Router
2374,1.3.6.1.4.1.9.12.3.1.3.1508,CISCO,NEXUS 9396PX,Router,Router
2375,1.3.6.1.4.1.9.12.3.1.3.1509,CISCO,NEXUS 9396TX,Router,Router
2376,1.3.6.1.4.1.9.12.3.1.3.1510,CISCO,NEXUS 93128TX,Router,Router
2377,1.3.6.1.4.1.9.12.3.1.3.1519,CISCO,NEXUS 1000VSG2,Router,Router
2378,1.3.6.1.4.1.9.12.3.1.3.1539,CISCO,NEXUS 5696Q,Router,Router
2379,1.3.6.1.4.1.9.12.3.1.3.1570,CISCO,NEXUS 9336PQ,Router,Router
2380,1.3.6.1.4.1.9.12.3.1.3.1585,CISCO,QVPC-DI,Not Found,Not Found
2381,1.3.6.1.4.1.9.12.3.1.3.1609,CISCO,NEXUS 3164Q,Router,Router
2382,1.3.6.1.4.1.9.12.3.1.3.1619,CISCO,NEXUS 5624Q,Router,Router
2383,1.3.6.1.4.1.9.12.3.1.3.1620,CISCO,NEXUS 5648Q,Router,Router
2384,1.3.6.1.4.1.9.12.3.1.3.1621,CISCO,NEXUS 5672UP,Router,Router
2385,1.3.6.1.4.1.9.12.3.1.3.1625,CISCO,NEXUS 9332PQ,Router,Router
2386,1.3.6.1.4.1.9.12.3.1.3.1626,CISCO,NEXUS 9372PX,Router,Router
2387,1.3.6.1.4.1.9.12.3.1.3.1627,CISCO,NEXUS 9372TX,Router,Router
2388,1.3.6.1.4.1.9.12.3.1.3.1646,CISCO,NEXUS 1000VSG,Router,Router
2389,1.3.6.1.4.1.9.12.3.1.3.1648,CISCO,NEXUS 7702,Router,Router
2390,1.3.6.1.4.1.9.12.3.1.3.1660,CISCO,MDS 9396S,Switch,Switch
2391,1.3.6.1.4.1.9.12.3.1.3.1662,CISCO,UCS 6332-16UP FABRIC INTERCONNECT,Switch,Switch
2392,1.3.6.1.4.1.9.12.3.1.3.1666,CISCO,NEXUS 3548-X,Router,Router
2393,1.3.6.1.4.1.9.12.3.1.3.1675,CISCO,NEXUS 93120TX,Router,Router
2394,1.3.6.1.4.1.9.12.3.1.3.1683,CISCO,MDS 9718,Switch,Switch
2395,1.3.6.1.4.1.9.12.3.1.3.1690,CISCO,NEXUS 9264PQ,Router,Router
2396,1.3.6.1.4.1.9.12.3.1.3.1691,CISCO,NEXUS 31128PQ,Router,Router
2397,1.3.6.1.4.1.9.12.3.1.3.1697,CISCO,NEXUS 3232C,Router,Router
2398,1.3.6.1.4.1.9.12.3.1.3.1706,CISCO,NEXUS 3132Q-V,Router,Router
2399,1.3.6.1.4.1.9.12.3.1.3.1712,CISCO,NEXUS 9372PX-E,Router,Router
2400,1.3.6.1.4.1.9.12.3.1.3.1713,CISCO,NEXUS 9372TX-E,Router,Router
2401,1.3.6.1.4.1.9.12.3.1.3.1726,CISCO,NEXUS 3132 QXL40GX,Router,Router
2402,1.3.6.1.4.1.9.12.3.1.3.1727,CISCO,NEXUS 3172PQ-XL,Router,Router
2403,1.3.6.1.4.1.9.12.3.1.3.1728,CISCO,NEXUS 3172 TQXL10GT,Router,Router
2404,1.3.6.1.4.1.9.12.3.1.3.1731,CISCO,IE 2000-16PTC-G-NX INDUSTRIAL ETHERNET SWITCH,Switch,Switch
2405,1.3.6.1.4.1.9.12.3.1.3.1743,CISCO,N3K-C3264Q,Switch,Switch
2406,1.3.6.1.4.1.9.12.3.1.3.1744,CISCO,NEXUS 92160YC-X,Router,Router
2407,1.3.6.1.4.1.9.12.3.1.3.1745,CISCO,NEXUS 9272Q,Router,Router
2408,1.3.6.1.4.1.9.12.3.1.3.1746,CISCO,NEXUS 9236C,Router,Router
2409,1.3.6.1.4.1.9.12.3.1.3.1758,CISCO,NEXUS 31108PCV,Router,Router
2410,1.3.6.1.4.1.9.12.3.1.3.1759,CISCO,NEXUS 31108TC-V,Router,Router
2411,1.3.6.1.4.1.9.12.3.1.3.1812,CISCO,NEXUS 93180YC-EX,Router,Router
2412,1.3.6.1.4.1.9.12.3.1.3.1824,CISCO,NEXUS 93108TC-EX,Router,Router
2413,1.3.6.1.4.1.9.12.3.1.3.1828,CISCO,UCS 6454 FABRIC INTERCONNECT,Switch,Switch
2414,1.3.6.1.4.1.9.12.3.1.3.1831,CISCO,CSP 2100 X2,CSP,CSP
2415,1.3.6.1.4.1.9.12.3.1.3.1839,CISCO,N9K-C9232C,Switch,Switch
2416,1.3.6.1.4.1.9.12.3.1.3.1843,CISCO,NEXUS 93180LC-EX,Router,Router
2417,1.3.6.1.4.1.9.12.3.1.3.1850,CISCO,NEXUS 93180YC-FX,Router,Router
2418,1.3.6.1.4.1.9.12.3.1.3.1856,CISCO,NEXUS 92300YC,Router,Router
2419,1.3.6.1.4.1.9.12.3.1.3.1893,CISCO,NEXUS 93108TC-FX,Router,Router
2420,1.3.6.1.4.1.9.12.3.1.3.1894,CISCO,MDS 9132T,Switch,Switch
2421,1.3.6.1.4.1.9.12.3.1.3.1895,CISCO,MDS 9232U,Switch,Switch
2422,1.3.6.1.4.1.9.12.3.1.3.1921,CISCO,NEXUS 9348GC-FXP,Router,Router
2423,1.3.6.1.4.1.9.12.3.1.3.1954,CISCO,NEXUS 9364C,Router,Router
2424,1.3.6.1.4.1.9.12.3.1.3.1955,CISCO,NEXUS 9336C-FX2,Router,Router
2425,1.3.6.1.4.1.9.12.3.1.3.1965,CISCO,NEXUS C36180YC-R,Router,Router
2426,1.3.6.1.4.1.9.12.3.1.3.2010,CISCO,NEXUS 93240YC-FX2,Router,Router
2427,1.3.6.1.4.1.9.12.3.1.3.2039,CISCO,NEXUS 3548P-XL,Router,Router
2428,1.3.6.1.4.1.9.12.3.1.3.2054,CISCO,MDS 9148T,Switch,Switch
2429,1.3.6.1.4.1.9.12.3.1.3.2055,CISCO,MDS 9396T,Switch,Switch
2430,1.3.6.1.4.1.9.12.3.1.3.2076,CISCO,NEXUS 9332C,Router,Router
2431,1.3.6.1.4.1.9.12.3.1.3.2077,CISCO,NEXUS 3132C-Z,Router,Router
2432,1.3.6.1.4.1.9.12.3.1.3.2193,CISCO,NEXUS 93180YC-FX3,Router,Router
2433,1.3.6.1.4.1.9.12.3.1.3.2236,CISCO,NEXUS 93600CD-GX,Router,Router
2434,1.3.6.1.4.1.9.12.3.1.3.2237,CISCO,NEXUS 93360YC-FX2,Router,Router
2435,1.3.6.1.4.1.9.12.3.1.3.2238,CISCO,NEXUS 93216TC-FX2,Router,Router
2436,1.3.6.1.4.1.9.12.3.1.3.2239,CISCO,NEXUS 92348GC-X,Router,Router
2437,1.3.6.1.4.1.9.12.3.1.3.2353,CISCO,NEXUS 93180YC-FX-24,Router,Router
2438,1.3.6.1.4.1.9.12.3.1.3.2378,CISCO,NEXUS 93180YC-FX3,Router,Router
2439,1.3.6.1.4.1.9.12.3.1.3.272,CISCO,ONS 15540 ESP,Switch,Switch
2440,1.3.6.1.4.1.9.12.3.1.3.325,CISCO,ONS 15530 NEBS,Switch,Switch
2441,1.3.6.1.4.1.9.12.3.1.3.326,CISCO,ONS 15530 ETSI,Switch,Switch
2442,1.3.6.1.4.1.9.12.3.1.3.337,CISCO,ONS 15540 ESPX,Switch,Switch
2443,1.3.6.1.4.1.9.12.3.1.3.375,CISCO,MDS 9506,Switch,Switch
2444,1.3.6.1.4.1.9.12.3.1.3.376,CISCO,MDS 9509,Switch,Switch
2445,1.3.6.1.4.1.9.12.3.1.3.377,CISCO,MDS 9513,Switch,Switch
2446,1.3.6.1.4.1.9.12.3.1.3.378,CISCO,ONS 15201,ONT,ONT
2447,1.3.6.1.4.1.9.12.3.1.3.379,CISCO,ONS 15252,ONT,ONT
2448,1.3.6.1.4.1.9.12.3.1.3.380,CISCO,NEXUS MDS 9216,Switch,Switch
2449,1.3.6.1.4.1.9.12.3.1.3.411,CISCO,MDS 9140,Switch,Switch
2450,1.3.6.1.4.1.9.12.3.1.3.414,CISCO,MDS 9120,Switch,Switch
2451,1.3.6.1.4.1.9.12.3.1.3.442,CISCO,NEXUS MDS 9216A,Switch,Switch
2452,1.3.6.1.4.1.9.12.3.1.3.447,CISCO,ASA-5510 ADAPTIVE SECURITY APPLIANCE(ASA5510),Firewall,Firewall
2453,1.3.6.1.4.1.9.12.3.1.3.448,CISCO,ASA-5520 ADAPTIVE SECURITY APPLIANCE(CEVCHASS…,Firewall,Firewall
2454,1.3.6.1.4.1.9.12.3.1.3.449,CISCO,ASA-5540 ADAPTIVE SECURITY APPLIANCE(CEVCHASS…,Firewall,Firewall
2455,1.3.6.1.4.1.9.12.3.1.3.454,CISCO,ASA-5560 ADAPTIVE SECURITY APPLIANCE,Firewall,Firewall
2456,1.3.6.1.4.1.9.12.3.1.3.462,CISCO,MDS 9132 MULTILAYER FABRIC SWITCH,Switch,Switch
2457,1.3.6.1.4.1.9.12.3.1.3.463,CISCO,MDS 9116 MULTILAYER FABRIC SWITCH,Switch,Switch
2458,1.3.6.1.4.1.9.12.3.1.3.472,CISCO,NEXUS MDS 9216I,Switch,Switch
2459,1.3.6.1.4.1.9.12.3.1.3.486,CISCO,ONS 15310,Optical Network System,Optical Network System
2460,1.3.6.1.4.1.9.12.3.1.3.514,CISCO,MDS 9020,Switch,Switch
2461,1.3.6.1.4.1.9.12.3.1.3.560,CISCO,ASA-5505 ADAPTIVE SECURITY APPLIANCE(CEVCHASS…,Firewall,Firewall
2462,1.3.6.1.4.1.9.12.3.1.3.587,CISCO,MDS 9124,Switch,Switch
2463,1.3.6.1.4.1.9.12.3.1.3.601,CISCO,MDS FIBRE CHANNEL BLADE SWITCH FOR IBM BLADEC…,Switch,Switch
2464,1.3.6.1.4.1.9.12.3.1.3.606,CISCO,MDS 9124E,Switch,Switch
2465,1.3.6.1.4.1.9.12.3.1.3.612,CISCO,NEXUS 7010,Switch,Switch
2466,1.3.6.1.4.1.9.12.3.1.3.616,CISCO,MDS 9134,Switch,Switch
2467,1.3.6.1.4.1.9.12.3.1.3.651,CISCO,MDS 9222I,Switch,Switch
2468,1.3.6.1.4.1.9.12.3.1.3.719,CISCO,NEXUS 5020,Switch,Switch
2469,1.3.6.1.4.1.9.12.3.1.3.720,CISCO,NEXUS C5020P-BD,Switch,Switch
2470,1.3.6.1.4.1.9.12.3.1.3.777,CISCO,NEXUS 7000,Switch,Switch
2471,1.3.6.1.4.1.9.12.3.1.3.7771,CISCO,NEXUS 7018,Switch,Switch
2472,1.3.6.1.4.1.9.12.3.1.3.798,CISCO,NEXUS 5010,Switch,Switch
2473,1.3.6.1.4.1.9.12.3.1.3.820,CISCO,NEXUS 2000,Switch,Switch
2474,1.3.6.1.4.1.9.12.3.1.3.840,CISCO,NEXUS 1000V-MZ,Switch,Switch
2475,1.3.6.1.4.1.9.12.3.1.3.841,CISCO,MDS 9148,Switch,Switch
2476,1.3.6.1.4.1.9.12.3.1.3.843,CISCO,MDS 9100,Switch,Switch
2477,1.3.6.1.4.1.9.12.3.1.3.847,CISCO,UCS 6120XP 20-PORT FABRIC INTERCONNECT,Switch,Switch
2478,1.3.6.1.4.1.9.12.3.1.3.899,CISCO,UCS 6140XP 40-PORT FABRIC INTERCONNECT,Switch,Switch
2479,1.3.6.1.4.1.9.12.3.1.3.903,CISCO,NEXUS 4000,Switch,Switch
2480,1.3.6.1.4.1.9.12.3.1.3.907,CISCO,NEXUS 1010,Switch,Switch
2481,1.3.6.1.4.1.9.12.3.1.3.913,CISCO,NEXUS 2232,Switch,Switch
2482,1.3.6.1.4.1.9.12.3.1.3.914,CISCO,NEXUS 2248,Switch,Switch
2483,1.3.6.1.4.1.9.12.3.1.3.930,CISCO,NEXUS 4005I SWITCH MODULE FOR IBM BLADECENTER,Switch,Switch
2484,1.3.6.1.4.1.9.12.3.1.3.932,CISCO,NEXUS 7009,Switch,Switch
2485,1.3.6.1.4.1.9.12.3.1.3.936,CISCO,NEXUS 5020T SWITCH,Switch,Switch
2486,1.3.6.1.4.1.9.12.3.1.9.17.39,CISCO,MWAM,Network Module,Network Module
2487,1.3.6.1.4.1.9.12.3.1.9.2.180,CISCO,IPS4240-K9,Intrusion Prevention System (IPS),Intrusion Prevention System (IPS)
2488,1.3.6.1.4.1.9.12.3.1.9.2.250,CISCO,VIDEOMANAGEMENT,Network Management Module,Network Management Module
2489,1.3.6.1.4.1.9.12.3.1.9.29.133,CISCO,PROCESSOR :,Processor,Processor
2490,1.3.6.1.4.1.9.12.3.1.9.29.175,CISCO,CATALYST 6500 SERIES NETWORK ANALYSIS MODULE …,Switch,Switch
2491,1.3.6.1.4.1.9.12.3.1.9.72.26,CISCO,NEXUS 56128P SWITCH(CEVN5KC56128PFIXEDMODULE),Switch,Switch
2492,1.3.6.1.4.1.9.12.3.1.9.8.19,CISCO,WS-X45-SUP9-E ( CATALYST 4503-E SWITCH MODUL…,Switch,Switch
2493,1.3.6.1.4.1.9.5.1,CISCO,CAT1100,Switch,Switch
2494,1.3.6.1.4.1.9.5.1.3.1.1.1.2.229,CISCO,WS-X6608-T1,Network Module,Network Module
2495,1.3.6.1.4.1.9.5.1.3.1.1.2.223,CISCO,NETWORK ANALYSIS MODULE,Network Module,Network Module
2496,1.3.6.1.4.1.9.5.1.3.1.1.2.291,CISCO,NETWORK ANALYSIS MODULE,Network Module,Network Module
2497,1.3.6.1.4.1.9.5.1.3.1.1.2.914,CISCO,NETWORK ANALYSIS MODULE,Network Module,Network Module
2498,1.3.6.1.4.1.9.5.10,CISCO,CAT_3000,Switch,Switch
2499,1.3.6.1.4.1.9.5.11,CISCO,1010,Switch,Switch
2500,1.3.6.1.4.1.9.5.12,CISCO,CATALYST 2900,Switch,Switch
2501,1.3.6.1.4.1.9.5.13,CISCO,CPW2200,Switch,Switch
2502,1.3.6.1.4.1.9.5.14,CISCO,ESSTACK,Switch,Switch
2503,1.3.6.1.4.1.9.5.15,CISCO,CAT_3200,Switch,Switch
2504,1.3.6.1.4.1.9.5.16,CISCO,CPW1900,Switch,Switch
2505,1.3.6.1.4.1.9.5.17,CISCO,CATALYST 5500,Switch,Switch
2506,1.3.6.1.4.1.9.5.175,CISCO,CATALYST 1900 LITE FX,Switch,Switch
2507,1.3.6.1.4.1.9.5.18,CISCO,CATALYST 1900,Switch,Switch
2508,1.3.6.1.4.1.9.5.19,CISCO,ETHERSWITCH 1220,Switch,Switch
2509,1.3.6.1.4.1.9.5.1931,CISCO,CATALYST 1900I,Switch,Switch
2510,1.3.6.1.4.1.9.5.1934,CISCO,CATALYST 5505,Switch,Switch
2511,1.3.6.1.4.1.9.5.1935,CISCO,CATALYST 2926,Switch,Switch
2512,1.3.6.1.4.1.9.5.1936,CISCO,CATALYST 5509,Switch,Switch
2513,1.3.6.1.4.1.9.5.1938,CISCO,CATALYST 6006,Switch,Switch
2514,1.3.6.1.4.1.9.5.1939,CISCO,CATALYST 6009,Switch,Switch
2515,1.3.6.1.4.1.9.5.1940,CISCO,CATALYST 4003,Switch,Switch
2516,1.3.6.1.4.1.9.5.1941,CISCO,CATALYST 4912,Switch,Switch
2517,1.3.6.1.4.1.9.5.1942,CISCO,CATALYST 2948,Switch,Switch
2518,1.3.6.1.4.1.9.5.1944,CISCO,CATALYST 6509,Switch,Switch
2519,1.3.6.1.4.1.9.5.1945,CISCO,CATALYST 6506,Switch,Switch
2520,1.3.6.1.4.1.9.5.1946,CISCO,CATALYST 4006,Switch,Switch
2521,1.3.6.1.4.1.9.5.1947,CISCO,CATALYST 6509NEB,Switch,Switch
2522,1.3.6.1.4.1.9.5.1949,CISCO,CATALYST 2980G,Switch,Switch
2523,1.3.6.1.4.1.9.5.1950,CISCO,CATALYST 6513,Switch,Switch
2524,1.3.6.1.4.1.9.5.1951,CISCO,CATALYST 2980G-A,Switch,Switch
2525,1.3.6.1.4.1.9.5.1956,CISCO,CATALYST 6503,Switch,Switch
2526,1.3.6.1.4.1.9.5.1958,CISCO,WS-C4503,Switch,Switch
